file,namespace,types,base_types,method_count,field_count,using_count,top_refs
GClass514.cs,(global),class GClass514,GClass510,7,7,3,Token:16 | RID:16 | BotOwner:12 | BotOwner_0:9 | RVA:8 | File:8 | Offset:8 | PatrollingData:7
GClass515.cs,(global),class GClass515,GClass429,3,2,2,BotOwner_0:11 | Token:7 | RID:7 | RVA:4 | File:4 | Offset:4 | Bool_0:4 | Float_0:3
GClass516.cs,(global),class GClass516,AbstractSuppressStationary,3,3,3,Token:10 | RID:10 | RVA:5 | File:5 | Offset:5 | Vector3:5 | List_0:5 | List:3
GClass517.cs,(global),class GClass517,AbstractSuppressStationary,3,0,2,Token:7 | RID:7 | RVA:5 | File:5 | Offset:5 | GClass517:2 | Vector3:2 | System:1
GClass518.cs,(global),class GClass518,AbstractSuppressStationary,4,0,2,Token:8 | RID:8 | RVA:6 | File:6 | Offset:6 | GClass518:2 | Vector3:2 | System:1
GClass519.cs,(global),class GClass519,GClass429,7,7,4,Token:21 | RID:21 | RVA:9 | File:9 | Offset:9 | Vector3:8 | EnemyInfo_0:7 | NonSerialized:7
GClass52.cs,(global),class GClass52,GClass51,8,4,4,BotOwner_0:17 | Token:14 | RID:14 | RVA:9 | File:9 | Offset:9 | GroupPoint:8 | CustomNavigationPoint:6
GClass520.cs,(global),class GClass520,BotSubTactic,3,0,1,Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | CoverSearchType:4 | BotsGroup:3 | BotCurrentTactic:3
GClass521.cs,(global),class GClass521,BotSubTactic,3,0,1,Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | CoverSearchType:4 | BotsGroup:3 | BotCurrentTactic:3
GClass522.cs,(global),class GClass522,BotSubTactic,1,0,2,Token:3 | RID:3 | CoverSearchType:3 | GClass522:2 | RVA:2 | File:2 | Offset:2 | CoverShootType:2
GClass523.cs,(global),class GClass523,BotSubTactic,3,0,1,CoverSearchType:6 | Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | CoverShootType:3 | GClass523:2
GClass524.cs,(global),class GClass524,BotSubTactic,0,0,2,Token:2 | RID:2 | GClass524:2 | System:1 | EFT:1 | JetBrains:1 | Annotations:1 | BotSubTactic:1
GClass525.cs,(global),class GClass525,BotSubTactic,2,0,1,CoverSearchType:6 | Token:4 | RID:4 | RVA:3 | File:3 | Offset:3 | CoverShootType:3 | GClass525:2
GClass526.cs,(global),class GClass526,GClass429,4,1,3,Token:10 | RID:10 | RVA:7 | File:7 | Offset:7 | BotOwner_0:4 | CanDropItem:3 | System:2
GClass527.cs,(global),class GClass527,BotRandomPlanItemDropper,2,1,2,Token:5 | RID:5 | Item:4 | RVA:3 | File:3 | Offset:3 | CacheItemsList:3 | EFT:2
GClass528.cs,(global),class GClass528,GClass429,1,5,2,Token:8 | RID:8 | NonSerialized:5 | Int_2:4 | Float_1:4 | Float_0:3 | GClass528:2 | RVA:2
GClass53.cs,(global),class GClass53,GClass51,8,0,4,BotOwner_0:12 | Token:10 | RID:10 | GroupPoint:10 | RVA:9 | File:9 | Offset:9 | CustomNavigationPoint:5
GClass530.cs,(global),class GClass530,GClass429 | IBotAiming,28,20,6,Token:82 | RID:82 | RVA:49 | File:49 | Offset:49 | Vector3:34 | BotOwner_0:32 | ScatteringData:19
GClass531.cs,(global),class GClass531,GClass429,1,6,2,Token:9 | RID:9 | NonSerialized:6 | Bool_0:3 | Float_2:3 | Int_1:3 | GClass531:2 | RVA:2
GClass532.cs,(global),class GClass532,,0,3,1,Token:4 | RID:4 | System:1 | EFT:1 | GClass532:1 | IPlayer:1 | Player:1 | EInteraction:1
GClass533.cs,(global),class GClass533,,7,5,5,Token:20 | RID:20 | RVA:9 | File:9 | Offset:9 | Player_0:8 | Player:8 | IBotTimer:7
GClass535.cs,(global),class GClass535,,0,4,0,Token:6 | RID:6 | GClass535:2 | EPhraseTrigger:2 | ETagStatus:2 | System:1 | RVA:1 | File:1
GClass537.cs,(global),class GClass537,,0,1,0,Token:3 | RID:3 | GClass537:2 | BotLogicDecision:2 | Decision:2 | System:1 | RVA:1 | File:1
GClass539.cs,(global),class GClass539,BotSearchPoint,1,1,1,GoalTargetClass:6 | GoalTarget:6 | Token:4 | RID:4 | Position:3 | GClass539:2 | RVA:2 | File:2
GClass54.cs,(global),class GClass54,GClass53,1,0,1,Token:3 | RID:3 | GClass54:2 | RVA:2 | File:2 | Offset:2 | System:1 | EFT:1
GClass540.cs,(global),class GClass540,EnemyInfo,6,2,3,Token:16 | RID:16 | AIPlaceInfoLogicBoar:11 | RVA:10 | File:10 | Offset:10 | HashSet_0:7 | Person:6
GClass541.cs,(global),class GClass541,EnemyInfo,11,9,4,Token:32 | RID:32 | RVA:17 | File:17 | Offset:17 | AIPlaceInfoLogicZryachiy:11 | Person:9 | NonSerialized:8
GClass542.cs,(global),class GClass542,,13,18,7,Append:66 | Token:56 | RID:56 | RVA:29 | File:29 | Offset:29 | ELookObstacleType:26 | ToString:21
GClass543.cs,(global),class GClass543,,1,4,2,Token:13 | RID:13 | RVA:6 | File:6 | Offset:6 | EEnemyPartVisibleType:4 | EenemyPartVisibleType_0:4 | System:3
GClass544.cs,(global),class GClass544,IDisposable,2,10,2,Token:19 | RID:19 | ToString:7 | RVA:6 | File:6 | Offset:6 | Bool_0:6 | Bool_1:6
GClass545.cs,(global),class GClass545,,0,8,1,Token:9 | RID:9 | Vector3:4 | System:1 | UnityEngine:1 | GClass545:1 | PrevPosPlayer:1 | PrevPosWay:1
GClass546.cs,(global),class GClass546,,2,1,2,Token:4 | RID:4 | System:3 | RVA:2 | File:2 | Offset:2 | StringBuilder:2 | List:2
GClass547.cs,(global),class GClass547,,0,4,3,Token:15 | RID:15 | RVA:6 | File:6 | Offset:6 | PathControllerClass:4 | BotPathFinderClass:4 | CompilerGenerated:4
GClass548.cs,(global),class GClass548,,2,3,3,Token:13 | RID:13 | CurrentMoverState:12 | EBotMoverState:9 | GClass547:8 | RVA:6 | File:6 | Offset:6
GClass55.cs,(global),class GClass55,GClass50,4,2,2,CustomNavigationPoint_0:14 | BotOwner_0:9 | Token:8 | RID:8 | CoverSearchData:6 | RVA:5 | File:5 | Offset:5
GClass550.cs,(global),class GClass550,BotCurrentPathAbstractClass,5,4,1,Token:13 | RID:13 | Vector3:13 | Vector3_0:9 | RVA:7 | File:7 | Offset:7 | Gclass554_0:6
GClass551.cs,(global),class GClass551,,2,4,2,Token:7 | RID:7 | GClass552:3 | System:2 | RVA:2 | File:2 | Offset:2 | List:2
GClass552.cs,(global),class GClass552,,1,4,1,Token:6 | RID:6 | Debug:6 | Path:6 | Vector3:5 | LogError:4 | CallstackPathComeFrom:3 | DrawRay:2
GClass553.cs,(global),class GClass553,GInterface9 | IPositionPoint,2,1,2,Token:7 | RID:7 | IaicorePointLink_0:5 | GClass553:4 | RVA:4 | File:4 | Offset:4 | Position:4
GClass554.cs,(global),class GClass554,GInterface9 | IPositionPoint,2,1,3,Token:7 | RID:7 | RVA:4 | File:4 | Offset:4 | Position:4 | Vector3:3 | System:2
GClass555.cs,(global),class GClass555,PatrolPointChooserBasic,5,2,5,Token:9 | RID:9 | RVA:6 | File:6 | Offset:6 | Owner:6 | PatrolWay:6 | System:4
GClass556.cs,(global),class GClass556,GClass555,9,3,6,Token:14 | RID:14 | RVA:10 | File:10 | Offset:10 | Owner:9 | PatrolPointContainer:8 | PatrolWay:8
GClass557.cs,(global),class GClass557 | class Class254,PatrolPointChooserBasic,5,1,5,PatrolWay:17 | Owner:16 | Token:11 | RID:11 | PatrolType:8 | GClass557:6 | RVA:6 | File:6
GClass558.cs,(global),class GClass558,PatrolPointChooserBasic,7,4,7,Token:13 | RID:13 | Owner:9 | RVA:8 | File:8 | Offset:8 | PatrolWay:6 | System:4
GClass559.cs,(global),class GClass559,PatrolPointChooserBasic,5,3,5,Token:10 | RID:10 | RVA:6 | File:6 | Offset:6 | Gclass436_0:6 | PatrolWay:6 | Owner:6
GClass56.cs,(global),class GClass56,GClass55,12,8,2,BotOwner_0:25 | Token:22 | RID:22 | Memory:21 | RVA:13 | File:13 | Offset:13 | Time:13
GClass560.cs,(global),class GClass560,PatrolPointChooserBasic,3,1,5,Token:6 | RID:6 | PatrolWay:6 | Owner:5 | System:4 | RVA:4 | File:4 | Offset:4
GClass561.cs,(global),class GClass561,PatrolPointChooserBasic,2,0,1,Owner:9 | PatrollingData:6 | Token:4 | RID:4 | PointControl:4 | RVA:3 | File:3 | Offset:3
GClass562.cs,(global),class GClass562 | class Class255 | class Class256,PatrolPointChooserBasic,7,6,5,Owner:22 | Token:19 | RID:19 | PatrolWay:17 | PatrolPoint:13 | PatrolType:10 | GClass562:9 | RVA:8
GClass563.cs,(global),class GClass563,,12,12,4,Token:29 | RID:29 | RVA:13 | File:13 | Offset:13 | BotOwner_0:12 | NonSerialized:12 | GStruct25:7
GClass564.cs,(global),class GClass564,GClass563,6,1,3,BotOwner_0:14 | Token:9 | RID:9 | Position:9 | RVA:7 | File:7 | Offset:7 | Time:6
GClass565.cs,(global),class GClass565,GClass563,4,4,3,BotOwner_0:17 | Token:10 | RID:10 | BotObserveDataClass:7 | Mover:6 | RVA:5 | File:5 | Offset:5
GClass566.cs,(global),class GClass566,GClass565,7,14,3,Token:23 | RID:23 | BotOwner_0:23 | NonSerialized:14 | Vector3:12 | Position:10 | RVA:8 | File:8
GClass567.cs,(global),class GClass567,GClass565,5,11,2,Token:18 | RID:18 | NonSerialized:11 | BotOwner_0:10 | Bool_7:7 | Bool_6:7 | RVA:6 | File:6
GClass568.cs,(global),class GClass568,GClass563,3,1,3,PatrolPoint_0:8 | Token:6 | RID:6 | BotOwner_0:6 | RVA:4 | File:4 | Offset:4 | Vector3:4
GClass569.cs,(global),class GClass569,GClass563,4,7,2,BotOwner_0:16 | Token:13 | RID:13 | Vector3:7 | NonSerialized:7 | CustomNavigationPoint_0:6 | RVA:5 | File:5
GClass57.cs,(global),class GClass57,GClass55,8,1,2,BotOwner_0:18 | AICoreActionEndStruct:18 | Memory:14 | Token:13 | RID:13 | RVA:10 | File:10 | Offset:10
GClass570.cs,(global),class GClass570,,1,2,0,Int_0:5 | Token:4 | RID:4 | Float_0:2 | NonSerialized:2 | System:1 | GClass570:1 | RVA:1
GClass571.cs,(global),class GClass571,,0,0,0,System:1 | Token:1 | RID:1 | GClass571:1
GClass573.cs,(global),class GClass573,,3,6,3,Token:15 | RID:15 | RVA:6 | File:6 | Offset:6 | List:6 | BotOwner:6 | NonSerialized:6
GClass574.cs,(global),class GClass574,,0,0,0,System:1 | Token:1 | RID:1 | GClass574:1
GClass575.cs,(global),class GClass575,,11,4,4,BotsGroup:42 | Token:18 | RID:18 | WildSpawnType:17 | Data:14 | RVA:12 | File:12 | Offset:12
GClass576.cs,(global),class GClass576,,0,5,1,Token:7 | RID:7 | Mathf:4 | Sin:4 | Cos:3 | Tan:3 | GClass576:2 | Sin2:2
GClass577.cs,(global),class GClass577,,9,1,2,Vector3:36 | Token:12 | RID:12 | AIGreanageThrowData:11 | AIGreandeAng:11 | GClass576:10 | RVA:9 | File:9
GClass578.cs,(global),class GClass578,,1,6,2,Token:19 | RID:19 | RVA:7 | File:7 | Offset:7 | NonSerialized:6 | CompilerGenerated:5 | Vector3:4
GClass579.cs,(global),class GClass579,,1,2,1,Token:5 | RID:5 | TimeDamage:3 | GClass579:2 | RVA:2 | File:2 | Offset:2 | Vector3:2
GClass58.cs,(global),class GClass58,GClass55,12,1,2,BotOwner_0:40 | BotLogicDecision:21 | Memory:20 | AICoreActionEndStruct:18 | Token:15 | RID:15 | RVA:13 | File:13
GClass581.cs,(global),class GClass581,,6,9,2,Token:19 | RID:19 | Grenade:15 | RVA:8 | File:8 | Offset:8 | Vector3:6 | Time:6
GClass582.cs,(global),class GClass582,,1,3,2,Token:6 | RID:6 | Time:4 | Vector3:3 | Position:3 | ToString:3 | UnityEngine:2 | GClass582:2
GClass583.cs,(global),class GClass583,,0,3,1,Token:4 | RID:4 | ClassVector3:2 | System:1 | UnityEngine:1 | GClass583:1 | Vector3:1 | Point:1
GClass585.cs,(global),class GClass585,,1,2,1,Token:5 | RID:5 | Float_0:3 | GClass585:2 | RVA:2 | File:2 | Offset:2 | Vector3:2
GClass586.cs,(global),class GClass586,IAIDataRoomLogic,4,1,1,IspatialRoom_0:8 | Token:6 | RID:6 | RVA:4 | File:4 | Offset:4 | ISpatialRoom:3 | System:2
GClass588.cs,(global),class GClass588,GInterface12,4,3,2,Token:9 | RID:9 | BotOwner_0:7 | RVA:5 | File:5 | Offset:5 | NavGraphVoxelSimple_0:5 | EBotState:4
GClass589.cs,(global),class GClass589,GInterface12,7,4,3,Token:15 | RID:15 | RVA:9 | File:9 | Offset:9 | Voxel:6 | NavMeshDoorLink_0:5 | List_0:4
GClass59.cs,(global),class GClass59,BaseLogicLayerSimpleAbstractClass,4,0,1,Token:6 | RID:6 | BotOwner_0:6 | RVA:5 | File:5 | Offset:5 | BotLogicDecision:5 | Memory:5
GClass590.cs,(global),class GClass590,IAIDataRoomLogic,4,1,1,Token:6 | RID:6 | RVA:4 | File:4 | Offset:4 | List:3 | ISpatialPortal:3 | System:2
GClass591.cs,(global),class GClass591,IAIData,20,10,8,Token:112 | RID:112 | RVA:63 | File:63 | Offset:63 | Action:48 | AIPlaceInfo:30 | PlayerAIDataClass:24
GClass592.cs,(global),class GClass592,BotRequest,9,5,2,Token:18 | RID:18 | RVA:11 | File:11 | Offset:11 | Executor:10 | Position:6 | Memory:4
GClass593.cs,(global),class GClass593,BotRequest,4,3,3,Token:13 | RID:13 | RVA:7 | File:7 | Offset:7 | Action:4 | Action_0:4 | Action_1:4
GClass594.cs,(global),class GClass594,BotRequest,5,0,2,Token:9 | RID:9 | RVA:7 | File:7 | Offset:7 | Executor:3 | Memory:3 | GoalEnemy:3
GClass595.cs,(global),class GClass595,BotRequest,7,3,2,Token:14 | RID:14 | Vector3:12 | RVA:9 | File:9 | Offset:9 | Direction:6 | Executor:6
GClass596.cs,(global),class GClass596,BotRequest,6,3,4,Token:18 | RID:18 | Action:14 | RVA:11 | File:11 | Offset:11 | Door:6 | CompilerGenerated:4
GClass597.cs,(global),class GClass597 | class Class282,BotRequest,12,9,5,Token:27 | RID:27 | RVA:15 | File:15 | Offset:15 | NonSerialized:8 | Gclass602_0:7 | BotOwner:7
GClass598.cs,(global),class GClass598,BotRequest,8,2,3,Token:22 | RID:22 | RVA:14 | File:14 | Offset:14 | Executor:11 | WeaponManager:5 | Vector3:4
GClass599.cs,(global),class GClass599,GClass598,6,4,2,Token:14 | RID:14 | RVA:8 | File:8 | Offset:8 | Gclass596_0:7 | Executor:6 | ThrowGrenadePlace_0:5
GClass6.cs,(global),class GClass6 | struct Struct2 | class Class91,,23,3,10,T:43 | Token:38 | RID:38 | RVA:31 | File:31 | Offset:31 | GameObject:28 | Transform:23
GClass60.cs,(global),class GClass60,BaseLogicLayerSimpleAbstractClass,6,0,2,BotOwner_0:13 | Memory:9 | Token:8 | RID:8 | RVA:7 | File:7 | Offset:7 | AICoreActionEndStruct:5
GClass600.cs,(global),class GClass600 | class Class283,GClass598,4,5,5,Token:17 | RID:17 | RVA:7 | File:7 | Offset:7 | ThrowGrenadePlace:7 | Player_0:7 | GClass600:6
GClass601.cs,(global),class GClass601,GClass598,2,3,4,Token:10 | RID:10 | ThrowData:10 | Vector3:8 | AIGreandeAng:7 | GClass601:5 | RVA:5 | File:5
GClass602.cs,(global),class GClass602,,2,3,2,Token:8 | RID:8 | EnemyByRequester:6 | Vector3:6 | RVA:4 | File:4 | Offset:4 | GClass602:3
GClass605.cs,(global),class GClass605,IBotAiming,36,44,5,Token:113 | RID:113 | RVA:57 | File:57 | Offset:57 | Vector3:47 | BotOwner_0:41 | NonSerialized:41
GClass606.cs,(global),class GClass606,,0,3,1,Token:4 | RID:4 | System:1 | UnityEngine:1 | GClass606:1 | Vector3:1 | Position:1 | IsDanger:1
GClass609.cs,(global),class GClass609,,1,2,2,Token:7 | RID:7 | Vector3:4 | BotOwner_0:4 | RVA:3 | File:3 | Offset:3 | Vector3_0:3
GClass61.cs,(global),class GClass61,GClass60,3,0,1,Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | GClass61:2 | BotOwner_0:2 | BotsController:2
GClass610.cs,(global),class GClass610,GClass609,1,0,2,Token:5 | RID:5 | RVA:3 | File:3 | Offset:3 | GClass610:2 | Vector3:2 | System:1
GClass612.cs,(global),class GClass612,,1,4,2,Token:9 | RID:9 | Name:9 | PriorityScatter1meter:9 | PriorityScatter10meter:9 | PriorityScatter100meter:9 | MinScatter:9 | ToString:6
GClass615.cs,(global),class GClass615 | class Class288,,4,14,2,Token:67 | RID:67 | RVA:28 | File:28 | Offset:28 | BotSettingsComponents_0:21 | ScatteringSettingsClass:7 | Core:6
GClass619.cs,(global),class GClass619,,11,0,4,Length:33 | GClass619:28 | IndexOf:23 | StringComparison:22 | Ordinal:22 | Substring:14 | DoClear:13 | Token:12
GClass62.cs,(global),class GClass62 | class Class213,BaseLogicLayerSimpleAbstractClass,31,14,7,BotOwner_0:118 | BotLogicDecision:94 | AICoreActionResultStruct:50 | GClass26:50 | Token:48 | RID:48 | RVA:32 | File:32
GClass620.cs,(global),class GClass620 | class Class289 | class Class290,Singleton<GClass620>,3,5,6,Token:12 | RID:12 | BotDifficulty:8 | GClass620:7 | BotLocationModifier:7 | GClass612:6 | BotDifficultySettingsClass:6 | WildSpawnType:5
GClass621.cs,(global),class GClass621,,3,0,2,BotDifficulty:6 | WildSpawnType:6 | Token:4 | RID:4 | RVA:3 | File:3 | Offset:3 | Clear:3
GClass622.cs,(global),class GClass622,,14,1,3,ReaderWriterLockSlim_0:29 | Token:25 | RID:25 | V:23 | T:22 | U:16 | RVA:16 | File:16
GClass623.cs,(global),class GClass623,,0,3,0,Token:5 | RID:5 | PrimaryKey:4 | SecondaryKey:4 | T:3 | U:3 | V:3 | GClass623:2
GClass624.cs,(global),class GClass624,,9,0,1,V:27 | U:25 | Dictionary:16 | T:15 | Token:13 | RID:13 | RVA:10 | File:10
GClass625.cs,(global),class GClass625,,1,0,1,Token:5 | RID:5 | Dictionary:5 | System:2 | GClass625:2 | RVA:2 | File:2 | Offset:2
GClass626.cs,(global),class GClass626,,0,3,0,Token:4 | RID:4 | System:1 | GClass626:1 | PlayersCount:1 | PlayersDead:1
GClass627.cs,(global),class GClass627,,0,3,0,Token:5 | RID:5 | Weapon:4 | Damage:3 | GClass627:2 | HitCollider:2 | Bone:2 | System:1
GClass628.cs,(global),class GClass628,,9,4,3,Token:14 | RID:14 | GClass628:12 | RVA:9 | File:9 | Offset:9 | List:6 | Gclass626_0:5
GClass629.cs,(global),class GClass629 | class Class291,,4,8,4,Token:15 | RID:15 | System:4 | GClass629:4 | RVA:4 | File:4 | Offset:4 | WaveInfoClass:4
GClass63.cs,(global),class GClass63,GClass62,13,11,8,BotLogicDecision:33 | BotOwner_0:32 | Token:26 | RID:26 | AICoreActionResultStruct:18 | GClass26:18 | AICoreActionEndStruct:17 | RVA:14
GClass630.cs,(global),class GClass630,,0,3,0,Token:4 | RID:4 | System:1 | GClass630:1 | Dist:1 | Times:1 | MidCoef:1
GClass631.cs,(global),class GClass631,,1,0,1,GClass630:5 | Token:4 | RID:4 | Times:3 | System:2 | GClass631:2 | RVA:2 | File:2
GClass632.cs,(global),class GClass632,,0,6,0,Token:7 | RID:7 | System:1 | GClass632:1 | RequestsRecieved:1 | AcceptedFromAI:1 | AcceptedFromPlayer:1 | ComletedByPlayer:1
GClass633.cs,(global),class GClass633,,1,5,1,Token:9 | RID:9 | Dictionary:6 | System:2 | ContainsKey:2 | Add:2 | Collections:1 | Generic:1
GClass634.cs,(global),class GClass634,,2,3,2,Token:14 | RID:14 | RVA:7 | File:7 | Offset:7 | GClass633:5 | BotDistanceStat:4 | System:3
GClass635.cs,(global),class GClass635,,9,2,3,Vector3:54 | GClass635:20 | List:15 | Add:14 | GClass855:13 | Token:12 | RID:12 | NavMeshPath_0:11
GClass636.cs,(global),class GClass636,,3,2,3,Token:7 | RID:7 | NavMeshCutElement:6 | BotsController_0:4 | RVA:3 | File:3 | Offset:3 | List_0:3
GClass638.cs,(global),class GClass638,,0,1,0,Token:6 | RID:6 | GClass638:3 | RVA:2 | File:2 | Offset:2 | IsBuilding:2 | IsExportInProgress:2
GClass639.cs,(global),class GClass639,,3,4,0,Token:8 | RID:8 | CommitHash:5 | CommitDate:5 | CommitBranch:5 | CommitSubject:5 | GClass639:3 | RVA:3
GClass64.cs,(global),class GClass64,GClass62,3,1,2,Token:6 | RID:6 | RVA:4 | File:4 | Offset:4 | Gclass435_0:4 | GClass64:2 | GClass435:2
GClass640.cs,(global),class GClass640,,2,1,0,Token:4 | RID:4 | RVA:2 | File:2 | Offset:2 | ToString:2 | System:1 | GClass640:1
GClass641.cs,(global),class GClass641 | class in | interface IBotTimer | class Class297 | class Class298,GClass641.IBotTimer,12,10,5,Token:62 | RID:62 | RVA:24 | File:24 | Offset:24 | GClass641:19 | Action:19 | Class297:13
GClass642.cs,(global),class GClass642,,0,3,1,Token:4 | RID:4 | System:1 | UnityEngine:1 | GClass642:1 | Vector3:1
GClass644.cs,(global),class GClass644,,5,15,2,Token:22 | RID:22 | RVA:5 | File:5 | Offset:5 | List:4 | System:2 | Time:2
GClass645.cs,(global),class GClass645,GClass644,0,2,0,Token:3 | RID:3 | System:1 | GClass645:1 | GClass644:1
GClass646.cs,(global),class GClass646,,0,0,2,T:3 | System:2 | Token:2 | RID:2 | Threading:1 | Tasks:1 | Comfort:1 | Common:1
GClass648.cs,(global),class GClass648,,0,4,0,Token:5 | RID:5 | System:1 | GClass648:1 | GClass846:1
GClass649.cs,(global),class GClass649,,6,2,0,Token:12 | RID:12 | GClass649:8 | RVA:8 | File:8 | Offset:8 | Uint_0:8 | MaxValue:3
GClass65.cs,(global),class GClass65,GClass62,1,4,4,Token:10 | RID:10 | GClass435_0:7 | Vector3:5 | RVA:4 | File:4 | Offset:4 | TrainBounds:4
GClass650.cs,(global),class GClass650,IDisposable,1,6,2,Token:11 | RID:11 | System:3 | GClass650:3 | RVA:3 | File:3 | Offset:3 | Empty:3
GClass651.cs,(global),class GClass651 | class GClass711 | enum EConnectionType,LoggerClass,1,9,3,Token:29 | RID:29 | GClass651:15 | RVA:9 | File:9 | Offset:9 | EConnectionType:9 | NonSerialized:6
GClass652.cs,(global),class GClass652,,2,0,2,Token:3 | RID:3 | RVA:2 | File:2 | Offset:2 | IsNull:2 | CanBeNull:2 | GClass846:2
GClass653.cs,(global),class GClass653,,4,2,2,Token:7 | RID:7 | RVA:4 | File:4 | Offset:4 | WebSocketSharp:2 | GClass653:2 | MESSAGE:2
GClass654.cs,(global),class GClass654 | enum WsRequestStatus,IDisposable,9,8,2,Token:42 | RID:42 | RVA:21 | File:21 | Offset:21 | GClass654:11 | WsRequestStatus:9 | Status:7
GClass655.cs,(global),class GClass655,,1,2,1,Token:5 | RID:5 | Method:3 | Id:3 | JsonProperty:3 | System:1 | Newtonsoft:1 | Json:1
GClass656.cs,(global),class GClass656,,3,1,1,List_0:9 | Token:7 | RID:7 | GClass654:6 | RVA:4 | File:4 | Offset:4 | Count:4
GClass657.cs,(global),class GClass657 | class GClass658,,2,7,0,Token:11 | RID:11 | Error:3 | Status:3 | GClass657:2 | RVA:2 | File:2 | Offset:2
GClass659.cs,(global),class GClass659,,1,0,2,Token:2 | RID:2 | ArmorResistanceStruct:2 | RealResistance:2 | System:1 | Comfort:1 | Common:1 | UnityEngine:1
GClass66.cs,(global),class GClass66,GClass65,10,0,2,Token:12 | RID:12 | BotOwner_0:12 | RVA:11 | File:11 | Offset:11 | GClass435_0:9 | AICoreActionEndStruct:9
GClass660.cs,(global),class GClass660 | enum EOrderType,,12,1,5,PlayerLoopSystem:32 | GClass660:29 | Token:17 | RID:17 | RVA:12 | File:12 | Offset:12 | PlayerLoopSystem_0:9
GClass661.cs,(global),class GClass661,,0,24,0,Token:25 | RID:25 | System:1 | GClass661:1 | SHOTGUN_CVS_MAKER_ORDER:1 | FRAME_COUNTER_ORDER:1 | FRAME_STARTER_ORDER:1 | ABSTRACT_APPLICATION_ORDER:1
GClass662.cs,(global),class GClass662,,0,1,0,T:8 | Token:5 | RID:5 | GClass662:4 | Gparam_0:3 | RVA:2 | File:2 | Offset:2
GClass663.cs,(global),class GClass663 | class Class2704,GClass662<GClass663>,8,6,8,Token:21 | RID:21 | GClass663:12 | RVA:11 | File:11 | Offset:11 | Int_1:8 | Bool_0:6
GClass664.cs,(global),class GClass664 | class Class2706 | class Class2707 | class Class2708,GClass662<GClass664>,12,13,9,Token:53 | RID:53 | GClass3714:35 | MongoID:30 | RVA:24 | File:24 | Offset:24 | KeyValuePair:19
GClass665.cs,(global),class GClass665,,4,0,1,GT:18 | T:13 | Token:12 | RID:12 | Dictionary_0:10 | RVA:9 | File:9 | Offset:9
GClass666.cs,(global),class GClass666,,2,0,4,StreamWriter:5 | Token:4 | RID:4 | System:3 | GClass666:3 | File:3 | Dictionary_0:3 | UnityEngine:2
GClass667.cs,(global),class GClass667,,0,3,0,Token:4 | RID:4 | System:1 | GClass667:1 | OverrideExamineSpeed:1 | ExamineSpeed:1 | WeaponRotationSpeed:1
GClass67.cs,(global),class GClass67,GClass65,17,2,3,GClass435_0:24 | BotOwner_0:24 | Token:23 | RID:23 | RVA:19 | File:19 | Offset:19 | AICoreActionEndStruct:15
GClass670.cs,(global),class GClass670 | class Class336,,7,10,3,Token:24 | RID:24 | RVA:7 | File:7 | Offset:7 | GClass670:5 | BotsClass:5 | BotOwner:5
GClass671.cs,(global),class GClass671,,0,6,0,Token:8 | RID:8 | GClass671:2 | Khorovod:2 | ForceAttack:2 | ForcePersuit:2 | FollowPlayer:2 | HalloweenHide:2
GClass672.cs,(global),class GClass672 | class Class337 | class Class338 | class Class339,,11,9,6,Token:27 | RID:27 | Gclass1425_0:17 | GClass672:16 | RVA:12 | File:12 | Offset:12 | Class337:9
GClass673.cs,(global),class GClass673 | class Class340,,4,4,5,Token:13 | RID:13 | BotOwner:13 | List:6 | GClass673:5 | RVA:5 | File:5 | Offset:5
GClass674.cs,(global),class GClass674,,11,9,4,Token:39 | RID:39 | RVA:21 | File:21 | Offset:21 | BotOwner:17 | Iplayer_1:11 | IPlayer:9
GClass675.cs,(global),class GClass675,,7,4,7,Token:15 | RID:15 | RVA:9 | File:9 | Offset:9 | BossLocationSpawn:7 | QuestClass:7 | IplayersCollection_0:6
GClass678.cs,(global),class GClass678,,8,2,3,BotSpawner_0:14 | Token:13 | RID:13 | BotZone:11 | RVA:8 | File:8 | Offset:8 | PatrolPoint:8
GClass679.cs,(global),class GClass679,,0,1,0,Token:3 | RID:3 | GClass679:2 | Val:2 | System:1 | RVA:1 | File:1 | Offset:1
GClass68.cs,(global),class GClass68,GClass65,3,1,2,Token:6 | RID:6 | RVA:4 | File:4 | Offset:4 | Bool_4:3 | AICoreActionEndStruct:3 | BotOwner_0:3
GClass680.cs,(global),class GClass680 | class Class352,GInterface21,11,4,6,Token:25 | RID:25 | WaveInfoClass:21 | List:18 | Limit:12 | RVA:11 | File:11 | Offset:11
GClass682.cs,(global),class GClass682,,0,3,1,Token:5 | RID:5 | GClass682:2 | Vector3:2 | CorePointId:2 | System:1 | UnityEngine:1 | RVA:1
GClass684.cs,(global),class GClass684 | class Class353,,9,19,7,Token:42 | RID:42 | WaveInfoClass:19 | NonSerialized:19 | RVA:13 | File:13 | Offset:13 | List_1:13
GClass687.cs,(global),class GClass687,,3,3,4,Token:9 | RID:9 | Profile:8 | System:4 | RVA:4 | File:4 | Offset:4 | EPlayerSide:4
